t [s],Nodestring name [-],Mean wse [m],Discharge [m3/s],Wetted area [m2],Mean bottom elevation [m],Reference elevation [m],Wetted geometric length [m],Total water volume stored in cells [m3]
4800.0,BC_caldonazzo,448.18189385127033,1.0,19.647113346969466,446.4002623213165,446.2763977050781,11.027596344502863,29.720819802856198
4800.0,BC_centa,443.38860077046587,3.999999999999999,5.19696446671993,443.1876640319937,442.60003662109375,25.863684790706607,6.667252951594179
4800.0,BC_levico,440.6682715917417,1.0,2.793525921243378,440.2900557133215,440.2107238769531,7.38606198373229,4.2893836932370215
4800.0,BC_valle,2.2250738585072014e-308,0.0,0.0,2.2250738585072014e-308,365.88568115234375,0.0,0.0
4800.0,link_borgo_monte,2.2250738585072014e-308,0.0,0.0,2.2250738585072014e-308,381.3037109375,0.0,0.0
4800.0,link_borgo_valle,380.9792247947008,0.0,1.7376455441840244,380.64148218448184,380.5992126464844,5.1448810176998006,3.3299898699700385
6000.0,BC_brenta_1,436.28714045911556,1.4999999999999998,1.6418386224788715,435.30853271484375,435.30853271484375,1.6777290309515922,1.641745303978261
6000.0,BC_brenta_2,424.8119368338346,0.5,0.5311465128727696,424.1551208496094,424.1551208496094,0.8086686768125422,0.2634599884932298
6000.0,BC_brenta_vecchio_1,403.1213670202848,1.5,0.9631868825579033,402.81927490234375,402.81927490234375,3.1883879960939217,1.9257795031169955
6000.0,BC_brenta_vecchio_2,389.6899034632087,0.9999999999999999,2.090361662292537,389.213933362032,389.1159973144531,4.3917919573620114,1.3390160253212806
6000.0,BC_brenta_vecchio_3,386.1209086550255,0.49999999999999994,0.1997500722250282,385.99560546875,385.99560546875,1.5941340213473738,0.1986234171261188
6000.0,BC_caldonazzo,448.21511309453643,1.0,20.013441752578167,446.4002623213165,446.2763977050781,11.027596344502863,30.273000438065605
6000.0,BC_centa,443.38860200716584,3.999999999999999,5.196996452337468,443.1876640319937,442.60003662109375,25.863684790706607,6.667294564039359
6000.0,BC_levico,440.6709426116931,1.0,2.81325424016394,440.2900557133215,440.2107238769531,7.38606198373229,4.3207418363436165
6000.0,BC_valle,2.2250738585072014e-308,0.0,0.0,2.2250738585072014e-308,365.88568115234375,0.0,0.0
6000.0,link_borgo_monte,2.2250738585072014e-308,0.0,0.0,2.2250738585072014e-308,381.3037109375,0.0,0.0
6000.0,link_borgo_valle,380.97945794429694,0.0,1.738845071115433,380.64148218448184,380.5992126464844,5.1448810176998006,3.332285418530562
7200.0,BC_brenta_1,436.2873433632237,1.4999999999999998,1.6421790405916377,435.30853271484375,435.30853271484375,1.6777290309515922,1.6420857027424096
7200.0,BC_brenta_2,424.8118674281532,0.5,0.5310903866722161,424.1551208496094,424.1551208496094,0.8086686768125422,0.2634321487017719
7200.0,BC_brenta_vecchio_1,403.1213617219722,1.5,0.9631699894816065,402.81927490234375,402.81927490234375,3.1883879960939217,1.9257457273870033
7200.0,BC_brenta_vecchio_2,389.68992856219364,0.9999999999999999,2.090471891812937,389.213933362032,389.1159973144531,4.3917919573620114,1.3390826747617528
7200.0,BC_brenta_vecchio_3,386.12090869174,0.49999999999999994,0.1997501307528332,385.99560546875,385.99560546875,1.5941340213473738,0.19862347532380806
7200.0,BC_caldonazzo,448.23320562191907,1.0,20.21295884140545,446.4002623213165,446.2763977050781,11.027596344502863,30.57374081082224
7200.0,BC_centa,443.3886038882238,3.999999999999999,5.197045103427662,443.1876640319937,442.60003662109375,25.863684790706607,6.6673419207153355
7200.0,BC_levico,440.6713870337526,1.0,2.8165367690426306,440.2900557133215,440.2107238769531,7.38606198373229,4.325955273658558
7200.0,BC_valle,366.20896112920576,-2.1668222845241707,1.3928711302662389,366.02276611326397,365.88568115234375,7.480711141597824,2.494141259065953
7200.0,link_borgo_monte,2.2250738585072014e-308,0.0,0.0,2.2250738585072014e-308,381.3037109375,0.0,0.0
7200.0,link_borgo_valle,380.97896520181746,0.0,1.7363099696861244,380.64148218448184,380.5992126464844,5.1448810176998006,3.3274621992026403
8400.0,BC_brenta_1,436.2871512773909,1.4999999999999998,1.64185677261343,435.30853271484375,435.30853271484375,1.6777290309515922,1.6417634530812062
8400.0,BC_brenta_2,424.8114444171059,0.5,0.5307483108883623,424.1551208496094,424.1551208496094,0.8086686768125422,0.2632624718237473
8400.0,BC_brenta_vecchio_1,403.1213642886095,1.5,0.963178172917184,402.81927490234375,402.81927490234375,3.1883879960939217,1.9257620892091853
8400.0,BC_brenta_vecchio_2,389.68997425942763,0.9999999999999999,2.090672584557726,389.213933362032,389.1159973144531,4.3917919573620114,1.3392008916359341
8400.0,BC_brenta_vecchio_3,386.120908686132,0.49999999999999994,0.19975012181292776,385.99560546875,385.99560546875,1.5941340213473738,0.19862346643432655
8400.0,BC_caldonazzo,448.2516948573882,1.0,20.416850666877064,446.4002623213165,446.2763977050781,11.027596344502863,30.88107593698119
8400.0,BC_centa,443.38971175457147,3.999999999999999,5.225698609433961,443.1876640319937,442.60003662109375,25.863684790706607,6.69776703060773
8400.0,BC_levico,440.6713871161411,1.0,2.816537377569106,440.2900557133215,440.2107238769531,7.38606198373229,4.325957178536671
8400.0,BC_valle,366.2102054918205,-2.194068143691324,1.4021798475420832,366.02276611326397,365.88568115234375,7.480711141597824,2.511157695800088
8400.0,link_borgo_monte,2.2250738585072014e-308,0.0,0.0,2.2250738585072014e-308,381.3037109375,0.0,0.0
8400.0,link_borgo_valle,380.97913476940334,0.0,1.73718237473997,380.64148218448184,380.5992126464844,5.1448810176998006,3.3291069136821516
9600.0,BC_brenta_1,436.2873445539256,1.4999999999999998,1.6421810382667494,435.30853271484375,435.30853271484375,1.6777290309515922,1.6420877003039778
9600.0,BC_brenta_2,424.8119998254666,0.5,0.5311974522324515,424.1551208496094,424.1551208496094,0.8086686768125422,0.26348525550109003
9600.0,BC_brenta_vecchio_1,403.12136702775894,1.5,0.9631869063880968,402.81927490234375,402.81927490234375,3.1883879960939217,1.9257795507626796
9600.0,BC_brenta_vecchio_2,389.6899814940084,0.9999999999999999,2.090704357331158,389.213933362032,389.1159973144531,4.3917919573620114,1.3392161806856109
9600.0,BC_brenta_vecchio_3,386.1209086784438,0.49999999999999994,0.19975010955692876,385.99560546875,385.99560546875,1.5941340213473738,0.19862345424745534
9600.0,BC_caldonazzo,448.26224753382246,1.0,20.533221322948496,446.4002623213165,446.2763977050781,11.027596344502863,31.056483750490337
9600.0,BC_centa,443.3886018690561,3.999999999999999,5.196992880311592,443.1876640319937,442.60003662109375,25.863684790706607,6.667292122198131
9600.0,BC_levico,440.67138750078647,1.0,2.8165402185836514,440.2900557133215,440.2107238769531,7.38606198373229,4.325962992772264
9600.0,BC_valle,366.21150398508166,-2.221901162127724,1.4118935005485052,366.02276611326397,365.88568115234375,7.480711141597824,2.5289199972008034
9600.0,link_borgo_monte,2.2250738585072014e-308,0.0,0.0,2.2250738585072014e-308,381.3037109375,0.0,0.0
9600.0,link_borgo_valle,380.97901635634634,0.0,1.7365731536507123,380.64148218448184,380.5992126464844,5.1448810176998006,3.32795231085785
10800.0,BC_brenta_1,436.28699178370715,1.4999999999999998,1.6415891854299913,435.30853271484375,435.30853271484375,1.6777290309515922,1.641495881106835
10800.0,BC_brenta_2,424.8119577460702,0.5,0.5311634239426486,424.1551208496094,424.1551208496094,0.8086686768125422,0.26346837674424484
10800.0,BC_brenta_vecchio_1,403.12136172749507,1.5,0.9631700070905942,402.81927490234375,402.81927490234375,3.1883879960939217,1.9257457625941148
10800.0,BC_brenta_vecchio_2,389.689954579221,0.9999999999999999,2.090586153184587,389.213933362032,389.1159973144531,4.3917919573620114,1.3391473180085833
10800.0,BC_brenta_vecchio_3,386.12090866928185,0.49999999999999994,0.19975009495152798,385.99560546875,385.99560546875,1.5941340213473738,0.19862343972443378
10800.0,BC_caldonazzo,448.2688734249082,1.0,20.60628897526507,446.4002623213165,446.2763977050781,11.027596344502863,31.166621330323835
10800.0,BC_centa,443.38860108713504,3.999999999999999,5.196972656951227,443.1876640319937,442.60003662109375,25.863684790706607,6.667264910209198
10800.0,BC_levico,440.6713942759582,1.0,2.8165902604220903,440.2900557133215,440.2107238769531,7.38606198373229,4.326039184442088
10800.0,BC_valle,366.2119852860731,-2.2312134189207256,1.4154939742374615,366.02276611326397,365.88568115234375,7.480711141597824,2.535523663004715
10800.0,link_borgo_monte,2.2250738585072014e-308,0.0,0.0,2.2250738585072014e-308,381.3037109375,0.0,0.0
10800.0,link_borgo_valle,380.9795174543632,0.0,1.7391512433257517,380.64148218448184,380.5992126464844,5.1448810176998006,3.332873056485499
12000.0,BC_brenta_1,436.28680530797084,1.4999999999999998,1.6412763296736097,435.30853271484375,435.30853271484375,1.6777290309515922,1.6411830431324872
12000.0,BC_brenta_2,424.8118128617297,0.5,0.5310462605147255,424.1551208496094,424.1551208496094,0.8086686768125422,0.26341026118738
12000.0,BC_brenta_vecchio_1,403.1213641421482,1.5,0.9631777059416313,402.81927490234375,402.81927490234375,3.1883879960939217,1.925761155546192
12000.0,BC_brenta_vecchio_2,389.6900636612365,0.9999999999999999,2.0910652187026786,389.213933362032,389.1159973144531,4.3917919573620114,1.3394310070667534
12000.0,BC_brenta_vecchio_3,386.1209147544683,0.49999999999999994,0.19975979555426118,385.99560546875,385.99560546875,1.5941340213473738,0.1986330856126259
12000.0,BC_caldonazzo,448.2716131913794,1.0,20.636502013987172,446.4002623213165,446.2763977050781,11.027596344502863,31.2121626561845
12000.0,BC_centa,443.3895425045751,3.999999999999999,5.221321180875672,443.1876640319937,442.60003662109375,25.863684790706607,6.693164531924942
12000.0,BC_levico,440.6713910952633,1.0,2.816566767612183,440.2900557133215,440.2107238769531,7.38606198373229,4.326005577509371
12000.0,BC_valle,366.2111887330524,-2.2117050082100205,1.4095351911807137,366.02276611326397,365.88568115234375,7.480711141597824,2.5246377990875666
12000.0,link_borgo_monte,2.2250738585072014e-308,0.0,0.0,2.2250738585072014e-308,381.3037109375,0.0,0.0
12000.0,link_borgo_valle,380.9792155693656,0.0,1.7375980809319556,380.64148218448184,380.5992126464844,5.1448810176998006,3.3299263312709755
13200.0,BC_brenta_1,436.28740587863706,1.4999999999999998,1.6422839245154686,435.30853271484375,435.30853271484375,1.6777290309515922,1.642190580704869
13200.0,BC_brenta_2,424.8119691559861,0.5,0.5311726507842758,424.1551208496094,424.1551208496094,0.8086686768125422,0.2634729534543051
13200.0,BC_brenta_vecchio_1,403.12136747277515,1.5,0.9631883252726274,402.81927490234375,402.81927490234375,3.1883879960939217,1.9257823876563251
13200.0,BC_brenta_vecchio_2,389.69009774892226,0.9999999999999999,2.0912149247268186,389.213933362032,389.1159973144531,4.3917919573620114,1.3395143748602956
13200.0,BC_brenta_vecchio_3,386.1209160274072,0.49999999999999994,0.1997618247893825,385.99560546875,385.99560546875,1.5941340213473738,0.19863510340220394
13200.0,BC_caldonazzo,448.2730147033827,1.0,20.65195732263193,446.4002623213165,446.2763977050781,11.027596344502863,31.23545883735255
13200.0,BC_centa,443.3886054735696,3.999999999999999,5.197086106312814,443.1876640319937,442.60003662109375,25.863684790706607,6.667433702804259
13200.0,BC_levico,440.6713897693145,1.0,2.816556974071862,440.2900557133215,440.2107238769531,7.38606198373229,4.325987107365755
13200.0,BC_valle,366.2097029831616,-2.177694289845913,1.3984207254188041,366.02276611326397,365.88568115234375,7.480711141597824,2.504298611549234
13200.0,link_borgo_monte,2.2250738585072014e-308,0.0,0.0,2.2250738585072014e-308,381.3037109375,0.0,0.0
13200.0,link_borgo_valle,380.97894559940966,0.0,1.7362091176303942,380.64148218448184,380.5992126464844,5.1448810176998006,3.3272662110208233
14400.0,BC_brenta_1,436.2870867726682,1.4999999999999998,1.641748551167569,435.30853271484375,435.30853271484375,1.6777290309515922,1.641655237786414
14400.0,BC_brenta_2,424.81148663073986,0.5,0.5307824477318693,424.1551208496094,424.1551208496094,0.8086686768125422,0.2632794044255428
14400.0,BC_brenta_vecchio_1,403.1213707975953,1.5,0.9631989260895288,402.81927490234375,402.81927490234375,3.1883879960939217,1.9258035827496913
14400.0,BC_brenta_vecchio_2,389.69009208433204,0.9999999999999999,2.091190047025209,389.213933362032,389.1159973144531,4.3917919573620114,1.339499454253064
14400.0,BC_brenta_vecchio_3,386.120915985159,0.49999999999999994,0.19976175744019778,385.99560546875,385.99560546875,1.5941340213473738,0.19863503643289043
14400.0,BC_caldonazzo,448.27377733190474,1.0,20.66036728213333,446.4002623213165,446.2763977050781,11.027596344502863,31.24813554271138
14400.0,BC_centa,443.3896868614106,3.999999999999999,5.225054780567648,443.1876640319937,442.60003662109375,25.863684790706607,6.6971280021444315
14400.0,BC_levico,440.6713750896667,1.0,2.8164485492840567,440.2900557133215,440.2107238769531,7.38606198373229,4.325814296227154
14400.0,BC_valle,366.2083909030378,-2.148953308012208,1.3886054330182944,366.02276611326397,365.88568115234375,7.480711141597824,2.486321050928557
14400.0,link_borgo_monte,2.2250738585072014e-308,0.0,0.0,2.2250738585072014e-308,381.3037109375,0.0,0.0
14400.0,link_borgo_valle,380.97894195258164,0.0,1.736190355134225,380.64148218448184,380.5992126464844,5.1448810176998006,3.327228216759941
15600.0,BC_brenta_1,436.28714628329976,1.4999999999999998,1.641848393881785,435.30853271484375,435.30853271484375,1.6777290309515922,1.6417550748257896
15600.0,BC_brenta_2,424.81161849639267,0.5,0.5308890833547936,424.1551208496094,424.1551208496094,0.8086686768125422,0.2633322979667931
15600.0,BC_brenta_vecchio_1,403.1213657836254,1.5,0.9631829396077791,402.81927490234375,402.81927490234375,3.1883879960939217,1.9257716196494477
15600.0,BC_brenta_vecchio_2,389.6901173135215,0.9999999999999999,2.091300848376549,389.213933362032,389.1159973144531,4.3917919573620114,1.3395660660367426
15600.0,BC_brenta_vecchio_3,386.12091603261797,0.49999999999999994,0.1997618330962444,385.99560546875,385.99560546875,1.5941340213473738,0.19863511166221245
15600.0,BC_caldonazzo,448.2737210402611,1.0,20.659746520609307,446.4002623213165,446.2763977050781,11.027596344502863,31.247199847967426
15600.0,BC_centa,443.3897346365775,3.999999999999999,5.226290422425604,443.1876640319937,442.60003662109375,25.863684790706607,6.698436284162697
15600.0,BC_levico,440.67138627510934,1.0,2.8165311656563734,440.2900557133215,440.2107238769531,7.38606198373229,4.325945516962961
15600.0,BC_valle,366.2078008355807,-2.1374854254468705,1.3841913088175748,366.02276611326397,365.88568115234375,7.480711141597824,2.478234760863536
15600.0,link_borgo_monte,2.2250738585072014e-308,0.0,0.0,2.2250738585072014e-308,381.3037109375,0.0,0.0
15600.0,link_borgo_valle,380.9795249728399,0.0,1.7391899249938678,380.64148218448184,380.5992126464844,5.1448810176998006,3.332945034433933
16800.0,BC_brenta_1,436.28732431763433,1.4999999999999998,1.6421470872533945,435.30853271484375,435.30853271484375,1.6777290309515922,1.6420537512203242
16800.0,BC_brenta_2,424.8118709016317,0.5,0.5310931955654788,424.1551208496094,424.1551208496094,0.8086686768125422,0.2634335419726845
16800.0,BC_brenta_vecchio_1,403.12136675823194,1.5,0.9631860470316498,402.81927490234375,402.81927490234375,3.1883879960939217,1.9257778325799868
16800.0,BC_brenta_vecchio_2,389.69011727834015,0.9999999999999999,2.091300693867433,389.213933362032,389.1159973144531,4.3917919573620114,1.3395658866515132
16800.0,BC_brenta_vecchio_3,386.12091601427437,0.49999999999999994,0.1997618038539991,385.99560546875,385.99560546875,1.5941340213473738,0.1986350825849029
16800.0,BC_caldonazzo,448.27391325356433,1.0,20.66186617132975,446.4002623213165,446.2763977050781,11.027596344502863,31.250395086126698
16800.0,BC_centa,443.3897489683174,3.999999999999999,5.2266610940282545,443.1876640319937,442.60003662109375,25.863684790706607,6.698828759339381
16800.0,BC_levico,440.6713918055394,1.0,2.816572013755267,440.2900557133215,440.2107238769531,7.38606198373229,4.326009969557201
16800.0,BC_valle,366.2079274179132,-2.142242349922972,1.3851382346824324,366.02276611326397,365.88568115234375,7.480711141597824,2.479978290766058
16800.0,link_borgo_monte,381.6393024863168,2.5349574650129783,1.5745689339999407,381.3572886258648,381.3037109375,5.583303357772515,2.3050464537430195
16800.0,link_borgo_valle,381.37370988294896,2.534957465012978,3.7672243864776678,380.64148218448184,380.5992126464844,5.1448810176998006,7.1748543209371896
18000.0,BC_brenta_1,436.2874113002699,1.4999999999999998,1.6422930205463189,435.30853271484375,435.30853271484375,1.6777290309515922,1.6421996762187208
18000.0,BC_brenta_2,424.8114387188028,0.5,0.5307437028491009,424.1551208496094,424.1551208496094,0.8086686768125422,0.2632601861380817
18000.0,BC_brenta_vecchio_1,403.121370906924,1.5,0.963199274671693,402.81927490234375,402.81927490234375,3.1883879960939217,1.9258042796989534
18000.0,BC_brenta_vecchio_2,389.690103242048,0.9999999999999999,2.0912390493922905,389.213933362032,389.1159973144531,4.3917919573620114,1.339530648230034
18000.0,BC_brenta_vecchio_3,386.12091599963463,0.49999999999999994,0.1997617805162036,385.99560546875,385.99560546875,1.5941340213473738,0.1986350593787401
18000.0,BC_caldonazzo,448.2740593697781,1.0,20.663477481954953,446.4002623213165,446.2763977050781,11.027596344502863,31.25282368360255
18000.0,BC_centa,443.3897526040965,3.999999999999999,5.226755128672907,443.1876640319937,442.60003662109375,25.863684790706607,6.698929520759121
18000.0,BC_levico,440.67138895965724,1.0,2.816550993893733,440.2900557133215,440.2107238769531,7.38606198373229,4.325976912488181
18000.0,BC_valle,366.6696049784885,-9.214069528102865,4.879669715989848,366.22443740898825,365.88568115234375,10.961422283001053,8.615746746179202
18000.0,link_borgo_monte,381.6611698989612,2.9088772034339927,1.6966613324434476,381.3572886258648,381.3037109375,5.583303357772515,2.4837802290540205
18000.0,link_borgo_valle,381.4319385944101,2.9088772034339927,4.066804178759134,380.64148218448184,380.5992126464844,5.1448810176998006,7.743453783560745
19200.0,BC_brenta_1,436.28737966507356,1.4999999999999998,1.6422399452590735,435.30853271484375,435.30853271484375,1.6777290309515922,1.6421466039481578
19200.0,BC_brenta_2,424.81148214921063,0.5,0.5307788236595099,424.1551208496094,424.1551208496094,0.8086686768125422,0.26327760680842777
19200.0,BC_brenta_vecchio_1,403.12136638761274,1.5,0.9631848653538265,402.81927490234375,402.81927490234375,3.1883879960939217,1.9257754699534058
19200.0,BC_brenta_vecchio_2,389.6900662631537,0.9999999999999999,2.0910766457821084,389.213933362032,389.1159973144531,4.3917919573620114,1.3394310230951139
19200.0,BC_brenta_vecchio_3,386.1209160462974,0.49999999999999994,0.19976185490308213,385.99560546875,385.99560546875,1.5941340213473738,0.19863513334605254
19200.0,BC_caldonazzo,448.27411444456686,1.0,20.664084824494722,446.4002623213165,446.2763977050781,11.027596344502863,31.253739077068623
19200.0,BC_centa,443.38975395930055,3.999999999999999,5.226790179243795,443.1876640319937,442.60003662109375,25.863684790706607,6.6989704128496745
19200.0,BC_levico,440.6713916647321,1.0,2.8165709737441142,440.2900557133215,440.2107238769531,7.38606198373229,4.326010843431318
19200.0,BC_valle,366.79043928071076,-10.073479556733927,5.3864504642227695,366.43041665971487,365.88568115234375,14.961422283195647,9.405816474653967
19200.0,link_borgo_monte,381.6709035790751,3.075273729081843,1.7510074213070628,381.3572886258648,381.3037109375,5.583303357772515,2.563338676261326
19200.0,link_borgo_valle,381.4531430703421,3.0752737290818426,4.175898684471802,380.64148218448184,380.5992126464844,5.1448810176998006,7.950430971208007
20400.0,BC_brenta_1,436.2874508399256,1.4999999999999998,1.642359357374541,435.30853271484375,435.30853271484375,1.6777290309515922,1.6422660092765031
20400.0,BC_brenta_2,424.8117084594846,0.5,0.53096183368929,424.1551208496094,424.1551208496094,0.8086686768125422,0.2633683836829274
20400.0,BC_brenta_vecchio_1,403.12136610982344,1.5,0.9631839796537655,402.81927490234375,402.81927490234375,3.1883879960939217,1.9257736990997383
20400.0,BC_brenta_vecchio_2,389.69010803810716,0.9999999999999999,2.0912601126865313,389.213933362032,389.1159973144531,4.3917919573620114,1.3395416176383452
20400.0,BC_brenta_vecchio_3,386.12091599890306,0.49999999999999994,0.19976177935006592,385.99560546875,385.99560546875,1.5941340213473738,0.19863505821917984
20400.0,BC_caldonazzo,448.27414656068584,1.0,20.664438988090424,446.4002623213165,446.2763977050781,11.027596344502863,31.254272991840526
20400.0,BC_centa,443.38975427592226,3.999999999999999,5.226798368246572,443.1876640319937,442.60003662109375,25.863684790706607,6.698979631299277
20400.0,BC_levico,440.671386401048,1.0,2.816532095846867,440.2900557133215,440.2107238769531,7.38606198373229,4.3259472055640344
20400.0,BC_valle,366.80316182910286,-10.475439830958829,5.576797883236242,366.43041665971487,365.88568115234375,14.961422283195647,9.71575826905513
20400.0,link_borgo_monte,381.67595146588377,3.1615487293116837,1.7791913046754462,381.3572886258648,381.3037109375,5.583303357772515,2.6045976894478593
20400.0,link_borgo_valle,381.4644067721666,3.1615487293116837,4.233849090177832,380.64148218448184,380.5992126464844,5.1448810176998006,8.060393855980173
21600.0,BC_brenta_1,436.2873324926245,1.4999999999999998,1.6421608026717323,435.30853271484375,435.30853271484375,1.6777290309515922,1.6420674658591075
21600.0,BC_brenta_2,424.8114416367784,0.5,0.5307460625245395,424.1551208496094,424.1551208496094,0.8086686768125422,0.26326135658738115
21600.0,BC_brenta_vecchio_1,403.12137083788735,1.5,0.9631990545559926,402.81927490234375,402.81927490234375,3.1883879960939217,1.9258038396033585
