t [s],Mean wse [m],Discharge [m3/s],Wetted area [m2],Mean bottom elevation [m],Reference elevation [m],Wetted geometric length [m],Total water volume stored in cells [m3]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200.0,436.28717546543976,1.4999999999999998,1.6418973536052432,435.30853271484375,435.30853271484375,1.6777290309515922,1.6418040317664846
2400.0,436.28724971199,1.4999999999999998,1.642021919198031,435.30853271484375,435.30853271484375,1.6777290309515922,1.6419285902792378
3600.0,436.28736349387833,1.4999999999999998,1.6422128143752799,435.30853271484375,435.30853271484375,1.6777290309515922,1.6421194746064243
4800.0,436.2871218252809,1.4999999999999998,1.6418073599536054,435.30853271484375,435.30853271484375,1.6777290309515922,1.6417140432298885
6000.0,436.28714045911556,1.4999999999999998,1.6418386224788715,435.30853271484375,435.30853271484375,1.6777290309515922,1.641745303978261
7200.0,436.2873433632237,1.4999999999999998,1.6421790405916377,435.30853271484375,435.30853271484375,1.6777290309515922,1.6420857027424096
8400.0,436.2871512773909,1.4999999999999998,1.64185677261343,435.30853271484375,435.30853271484375,1.6777290309515922,1.6417634530812062
9600.0,436.2873445539256,1.4999999999999998,1.6421810382667494,435.30853271484375,435.30853271484375,1.6777290309515922,1.6420877003039778
10800.0,436.28699178370715,1.4999999999999998,1.6415891854299913,435.30853271484375,435.30853271484375,1.6777290309515922,1.641495881106835
12000.0,436.28680530797084,1.4999999999999998,1.6412763296736097,435.30853271484375,435.30853271484375,1.6777290309515922,1.6411830431324872
13200.0,436.28740587863706,1.4999999999999998,1.6422839245154686,435.30853271484375,435.30853271484375,1.6777290309515922,1.642190580704869
14400.0,436.2870867726682,1.4999999999999998,1.641748551167569,435.30853271484375,435.30853271484375,1.6777290309515922,1.641655237786414
15600.0,436.28714628329976,1.4999999999999998,1.641848393881785,435.30853271484375,435.30853271484375,1.6777290309515922,1.6417550748257896
16800.0,436.28732431763433,1.4999999999999998,1.6421470872533945,435.30853271484375,435.30853271484375,1.6777290309515922,1.6420537512203242
18000.0,436.2874113002699,1.4999999999999998,1.6422930205463189,435.30853271484375,435.30853271484375,1.6777290309515922,1.6421996762187208
19200.0,436.28737966507356,1.4999999999999998,1.6422399452590735,435.30853271484375,435.30853271484375,1.6777290309515922,1.6421466039481578
20400.0,436.2874508399256,1.4999999999999998,1.642359357374541,435.30853271484375,435.30853271484375,1.6777290309515922,1.6422660092765031
21600.0,436.2873324926245,1.4999999999999998,1.6421608026717323,435.30853271484375,435.30853271484375,1.6777290309515922,1.6420674658591075
22800.0,436.28741139672,1.4999999999999998,1.642293182363442,435.30853271484375,435.30853271484375,1.6777290309515922,1.6421998380266463
24000.0,436.2877275746393,1.4999999999999998,1.6428236432375534,435.30853271484375,435.30853271484375,1.6777290309515922,1.642730268750527
25200.0,436.28709602426824,1.4999999999999998,1.641764072845528,435.30853271484375,435.30853271484375,1.6777290309515922,1.641670758582155
26400.0,436.28701289046313,1.4999999999999998,1.6416245968472487,435.30853271484375,435.30853271484375,1.6777290309515922,1.641531290511385
27600.0,436.28737488347593,1.4999999999999998,1.6422319230338291,435.30853271484375,435.30853271484375,1.6777290309515922,1.6421385821788792
28800.0,436.2871864203646,1.4999999999999998,1.6419157330006897,435.30853271484375,435.30853271484375,1.6777290309515922,1.641822410117287
30000.0,436.28661292486504,1.4999999999999998,1.6409535629519478,435.30853271484375,435.30853271484375,1.6777290309515922,1.6408602947561768
31200.0,436.28741191096435,1.4999999999999998,1.6422940451260906,435.30853271484375,435.30853271484375,1.6777290309515922,1.6422007007402573
32400.0,436.2872167522253,1.4999999999999998,1.6419666216439006,435.30853271484375,435.30853271484375,1.6777290309515922,1.6418732958680988
33600.0,436.2864644886397,1.4999999999999998,1.6407045271873464,435.30853271484375,435.30853271484375,1.6777290309515922,1.640611273146221
34800.0,436.2871741055478,1.4999999999999998,1.6418950720750574,435.30853271484375,435.30853271484375,1.6777290309515922,1.6418017503659759
36000.0,436.2874094437861,1.4999999999999998,1.6422899058694949,435.30853271484375,435.30853271484375,1.6777290309515922,1.642196561718928
